Driver_ID,Age,Gender,Education_Level,Income,Joining Designation,Grade,Total Business Value,LastWorkingDate,Quarterly Rating,Dateofjoining,City,MMM-YY,Quarterly Rating Increased,Income Increased,LastWorkingDate2,Churn
696,27.0,1.0,0.0,79461.0,3.0,3.0,0.0,2020-07-17,1.0,2020-03-16,C10,2020-07-01,0,0,2020-07-17,1
697,43.0,0.0,1.0,118215.0,4.0,4.0,39090190.0,,2.0,2019-07-14,C25,2020-12-01,1,0,2020-12-29,0
698,33.0,0.0,2.0,76536.0,3.0,3.0,5950210.0,,2.0,2020-01-05,C1,2020-12-01,0,0,2020-12-29,0
700,29.0,1.0,1.0,31052.0,1.0,1.0,3208020.0,2019-09-22,2.0,2017-12-26,C10,2019-09-01,0,0,2019-09-22,1
701,44.0,1.0,2.0,85450.0,2.0,2.0,22269520.0,2020-10-18,2.0,2019-12-01,C3,2020-10-01,0,0,2020-10-18,1
702,38.0,1.0,0.0,113807.0,3.0,3.0,0.0,2019-12-21,1.0,2019-06-30,C20,2019-12-01,0,0,2019-12-21,1
703,29.0,0.0,2.0,103494.0,1.0,3.0,13697710.0,2019-11-15,1.0,2016-04-25,C11,2019-11-01,0,0,2019-11-15,1
704,29.0,0.0,1.0,62931.0,1.0,2.0,13234050.0,,3.0,2018-05-25,C8,2020-12-01,1,0,2020-12-29,0
705,40.0,0.0,2.0,130781.0,3.0,3.0,0.0,2020-01-13,1.0,2019-03-10,C20,2020-01-01,0,0,2020-01-13,1
706,35.0,0.0,0.0,70677.0,3.0,3.0,0.0,2020-04-09,1.0,2020-06-07,C27,2020-09-01,0,0,2020-04-09,1
707,31.0,1.0,2.0,58323.0,1.0,1.0,1473770.0,2019-04-13,1.0,2018-05-21,C4,2019-04-01,0,0,2019-04-13,1
708,39.0,1.0,0.0,97116.0,3.0,3.0,517690.0,2020-03-23,1.0,2019-11-21,C19,2020-03-01,0,0,2020-03-23,1
709,31.0,0.0,1.0,135436.0,5.0,5.0,0.0,2019-06-27,1.0,2018-04-08,C13,2019-06-01,0,0,2019-06-27,1
710,32.0,0.0,2.0,110299.0,3.0,3.0,7091010.0,,4.0,2020-06-02,C18,2020-12-01,1,0,2020-12-29,0
711,29.0,0.0,0.0,31182.0,1.0,1.0,0.0,,1.0,2020-12-28,C18,2020-12-01,0,0,2020-12-29,0
712,34.0,0.0,1.0,83615.0,3.0,3.0,1742320.0,,3.0,2020-08-21,C5,2020-12-01,1,0,2020-12-29,0
713,29.0,0.0,0.0,69388.0,1.0,2.0,36389370.0,,4.0,2018-01-30,C12,2020-12-01,0,0,2020-12-29,0
714,35.0,0.0,2.0,81352.0,3.0,3.0,3050100.0,2020-12-10,1.0,2019-08-11,C13,2020-10-01,0,0,2020-12-10,1
715,41.0,0.0,1.0,34780.0,2.0,2.0,0.0,,1.0,2020-12-19,C4,2020-12-01,0,0,2020-12-29,0
716,44.0,0.0,1.0,63352.0,1.0,3.0,34913070.0,,3.0,2017-10-11,C1,2020-12-01,1,1,2020-12-29,0
718,27.0,0.0,2.0,67490.0,1.0,3.0,23542730.0,,4.0,2016-04-26,C15,2020-12-01,1,0,2020-12-29,0
721,34.0,0.0,2.0,101880.0,3.0,3.0,5003700.0,,3.0,2020-05-29,C19,2020-12-01,1,0,2020-12-29,0
722,37.0,0.0,1.0,37839.0,2.0,2.0,1724200.0,2019-07-05,1.0,2018-11-13,C9,2019-05-01,0,0,2019-07-05,1
723,33.0,0.0,1.0,42243.0,1.0,1.0,11318750.0,,1.0,2018-07-27,C17,2020-12-01,0,0,2020-12-29,0
724,32.0,1.0,2.0,36430.0,2.0,2.0,0.0,2020-04-12,1.0,2020-09-13,C1,2020-12-01,0,0,2020-04-12,1
725,29.0,0.0,0.0,19456.0,1.0,1.0,211440.0,2020-08-12,1.0,2020-07-08,C20,2020-12-01,0,0,2020-08-12,1
726,30.0,1.0,1.0,51497.0,1.0,1.0,2330430.0,2019-09-21,1.0,2017-09-01,C18,2019-09-01,0,0,2019-09-21,1
727,39.0,0.0,2.0,44720.0,2.0,2.0,1296780.0,2019-12-21,2.0,2019-05-21,C22,2019-12-01,1,0,2019-12-21,1
729,33.0,0.0,0.0,40531.0,2.0,2.0,0.0,2020-10-31,1.0,2020-04-09,C28,2020-11-01,0,0,2020-10-31,1
731,35.0,1.0,0.0,19290.0,1.0,1.0,228920.0,2019-03-03,1.0,2018-09-22,C2,2019-03-01,0,0,2019-03-03,1
733,23.0,1.0,0.0,13937.0,1.0,1.0,0.0,,1.0,2020-12-14,C6,2020-12-01,0,0,2020-12-29,0
734,35.0,1.0,2.0,88414.0,3.0,3.0,5958340.0,,1.0,2019-10-24,C22,2020-12-01,0,0,2020-12-29,0
735,38.0,1.0,1.0,110490.0,4.0,4.0,1450000.0,2020-10-01,1.0,2019-08-08,C12,2020-01-01,0,0,2020-10-01,1
736,27.0,1.0,2.0,81944.0,1.0,1.0,665120.0,2019-07-05,1.0,2018-03-10,C15,2019-05-01,0,0,2019-07-05,1
737,40.0,0.0,0.0,24752.0,3.0,3.0,388710.0,,1.0,2020-09-08,C19,2020-12-01,0,0,2020-12-29,0
738,26.0,0.0,1.0,41980.0,2.0,2.0,0.0,2020-06-13,1.0,2020-05-05,C8,2020-06-01,0,0,2020-06-13,1
739,30.0,1.0,0.0,108768.0,1.0,3.0,382150.0,2019-09-05,2.0,2017-06-19,C20,2019-05-01,1,0,2019-09-05,1
740,37.0,0.0,1.0,46131.0,1.0,1.0,1187640.0,,2.0,2020-12-06,C3,2020-12-01,1,0,2020-12-29,0
742,34.0,0.0,1.0,84637.0,3.0,3.0,0.0,2020-01-12,1.0,2020-06-09,C13,2020-12-01,0,0,2020-01-12,1
743,36.0,0.0,0.0,73273.0,2.0,2.0,0.0,,1.0,2020-03-01,C10,2020-05-01,0,0,2020-12-29,0
744,27.0,0.0,2.0,43322.0,1.0,1.0,1520540.0,2019-07-29,1.0,2018-01-21,C20,2019-08-01,0,0,2019-07-29,1
745,30.0,0.0,2.0,62042.0,2.0,2.0,0.0,2019-05-11,1.0,2019-10-24,C11,2019-11-01,0,0,2019-05-11,1
747,32.0,1.0,1.0,58943.0,1.0,2.0,6576490.0,2019-11-30,2.0,2016-11-25,C17,2019-12-01,0,0,2019-11-30,1
748,31.0,1.0,0.0,50210.0,3.0,3.0,0.0,,1.0,2020-11-28,C20,2020-12-01,0,0,2020-12-29,0
751,27.0,0.0,0.0,105510.0,3.0,3.0,0.0,,1.0,2020-11-15,C22,2020-12-01,0,0,2020-12-29,0
752,43.0,0.0,2.0,56243.0,2.0,2.0,2041340.0,,2.0,2020-03-05,C23,2020-12-01,1,0,2020-12-29,0
753,35.0,0.0,1.0,59656.0,2.0,2.0,23441990.0,,4.0,2017-10-16,C16,2020-12-01,0,0,2020-12-29,0
754,29.0,0.0,0.0,44820.0,2.0,2.0,0.0,,1.0,2020-10-18,C29,2020-12-01,0,0,2020-12-29,0
755,36.0,0.0,1.0,25894.0,3.0,3.0,0.0,,1.0,2019-12-30,C8,2020-02-01,0,0,2020-12-29,0
756,29.0,1.0,1.0,57476.0,3.0,3.0,488410.0,2019-08-30,1.0,2019-05-26,C4,2019-09-01,0,0,2019-08-30,1
757,35.0,0.0,0.0,63181.0,1.0,3.0,4220370.0,2019-09-22,1.0,2017-11-07,C27,2019-09-01,0,0,2019-09-22,1
758,34.0,0.0,1.0,54288.0,2.0,2.0,3721270.0,2020-07-29,1.0,2019-08-31,C15,2020-08-01,0,0,2020-07-29,1
759,42.0,0.0,1.0,87182.0,3.0,3.0,0.0,2020-07-04,1.0,2019-08-12,C26,2020-04-01,0,0,2020-07-04,1
761,23.0,0.0,2.0,69449.0,2.0,2.0,0.0,2020-03-07,1.0,2020-12-06,C10,2020-07-01,0,0,2020-03-07,1
762,35.0,0.0,2.0,35024.0,1.0,2.0,8862230.0,,2.0,2016-04-26,C27,2020-12-01,0,0,2020-12-29,0
763,32.0,0.0,2.0,22913.0,1.0,1.0,0.0,,1.0,2020-11-21,C5,2020-12-01,0,0,2020-12-29,0
764,37.0,1.0,1.0,18285.0,1.0,1.0,386590.0,2019-12-03,1.0,2018-11-30,C26,2019-03-01,0,0,2019-12-03,1
765,47.0,1.0,1.0,123216.0,1.0,4.0,34007130.0,,2.0,2016-11-28,C8,2020-12-01,0,0,2020-12-29,0
766,31.0,1.0,1.0,28308.0,1.0,1.0,8598800.0,,3.0,2019-07-29,C8,2020-12-01,1,0,2020-12-29,0
767,39.0,1.0,0.0,85693.0,1.0,3.0,3880190.0,2019-10-31,1.0,2017-05-23,C2,2019-11-01,0,0,2019-10-31,1
768,24.0,1.0,1.0,87853.0,1.0,1.0,8595450.0,2020-12-13,2.0,2020-04-25,C26,2020-12-01,0,0,2020-12-13,1
769,36.0,0.0,1.0,107149.0,3.0,3.0,0.0,,1.0,2020-01-11,C11,2020-12-01,0,0,2020-12-29,0
770,26.0,0.0,0.0,18544.0,2.0,2.0,1750310.0,,1.0,2019-05-07,C26,2020-01-01,0,0,2020-12-29,0
771,36.0,0.0,1.0,45071.0,2.0,2.0,0.0,2020-07-29,1.0,2020-11-07,C5,2020-08-01,0,0,2020-07-29,1
772,30.0,0.0,2.0,75986.0,3.0,3.0,17467630.0,,4.0,2019-08-07,C29,2020-12-01,1,0,2020-12-29,0
773,30.0,0.0,0.0,51600.0,2.0,2.0,0.0,2020-01-02,1.0,2019-10-28,C29,2020-02-01,0,0,2020-01-02,1
776,37.0,1.0,1.0,63587.0,2.0,2.0,1818860.0,2020-01-12,2.0,2020-09-06,C8,2020-12-01,1,0,2020-01-12,1
777,30.0,1.0,2.0,70816.0,2.0,2.0,1445280.0,2020-07-24,1.0,2019-11-28,C22,2020-07-01,0,0,2020-07-24,1
778,31.0,0.0,1.0,38990.0,2.0,2.0,1923530.0,2020-12-07,1.0,2019-06-13,C9,2020-07-01,0,0,2020-12-07,1
779,35.0,1.0,2.0,23182.0,1.0,1.0,0.0,2020-06-24,1.0,2020-05-04,C23,2020-06-01,0,0,2020-06-24,1
781,41.0,1.0,2.0,82503.0,3.0,3.0,712590.0,2020-07-29,1.0,2019-12-21,C23,2020-08-01,0,0,2020-07-29,1
782,36.0,1.0,1.0,42314.0,2.0,2.0,3360700.0,,3.0,2020-06-14,C29,2020-12-01,1,0,2020-12-29,0
783,49.0,0.0,2.0,76195.0,1.0,2.0,6521890.0,2020-02-23,1.0,2015-10-12,C3,2020-02-01,0,0,2020-02-23,1
784,41.0,0.0,2.0,100303.0,3.0,3.0,0.0,2020-05-05,1.0,2020-06-04,C17,2020-05-01,0,0,2020-05-05,1
785,31.0,0.0,1.0,54209.0,2.0,2.0,2431500.0,,2.0,2020-07-17,C26,2020-12-01,0,0,2020-12-29,0
787,35.0,0.0,1.0,75467.0,3.0,3.0,2007550.0,2020-10-25,1.0,2019-08-30,C26,2020-10-01,0,0,2020-10-25,1
789,40.0,1.0,0.0,72265.0,2.0,3.0,36806180.0,,4.0,2018-11-27,C22,2020-12-01,1,1,2020-12-29,0
790,31.0,0.0,1.0,40253.0,2.0,2.0,5522460.0,2020-05-19,1.0,2018-11-11,C12,2020-05-01,0,0,2020-05-19,1
791,36.0,1.0,0.0,84961.0,2.0,3.0,38028190.0,,4.0,2015-10-15,C4,2020-12-01,1,0,2020-12-29,0
792,32.0,1.0,2.0,48639.0,2.0,2.0,0.0,2020-02-17,1.0,2019-10-12,C19,2020-02-01,0,0,2020-02-17,1
793,26.0,1.0,2.0,92670.0,3.0,3.0,127800.0,,1.0,2020-10-30,C7,2020-12-01,0,0,2020-12-29,0
794,33.0,0.0,2.0,60252.0,2.0,2.0,4315560.0,2019-07-14,1.0,2015-05-28,C21,2019-07-01,0,0,2019-07-14,1
796,32.0,0.0,2.0,50434.0,2.0,2.0,5353970.0,2019-09-28,1.0,2015-08-11,C26,2019-10-01,0,0,2019-09-28,1
797,33.0,0.0,2.0,29689.0,1.0,1.0,1193450.0,2019-05-14,1.0,2018-10-08,C24,2019-05-01,0,0,2019-05-14,1
798,37.0,0.0,0.0,34849.0,2.0,2.0,0.0,2019-09-01,1.0,2018-08-29,C27,2019-01-01,0,0,2019-09-01,1
799,34.0,1.0,1.0,30951.0,2.0,2.0,456480.0,2020-03-29,1.0,2019-06-12,C21,2020-04-01,0,0,2020-03-29,1
800,36.0,0.0,0.0,49614.0,2.0,2.0,618510.0,2020-10-01,1.0,2019-06-30,C6,2020-01-01,0,0,2020-10-01,1
801,39.0,0.0,1.0,62810.0,3.0,3.0,927300.0,,2.0,2020-08-21,C29,2020-12-01,1,0,2020-12-29,0
802,29.0,0.0,2.0,63080.0,3.0,3.0,0.0,,1.0,2020-12-12,C20,2020-12-01,0,0,2020-12-29,0
803,27.0,0.0,2.0,62232.0,1.0,1.0,0.0,2020-07-29,1.0,2020-04-14,C11,2020-08-01,0,0,2020-07-29,1
804,30.0,0.0,2.0,46600.0,2.0,2.0,4081830.0,2020-01-09,1.0,2019-11-11,C23,2020-09-01,0,0,2020-01-09,1
805,24.0,0.0,1.0,17676.0,1.0,1.0,1542500.0,2019-06-28,1.0,2019-01-13,C16,2019-07-01,0,0,2019-06-28,1
806,40.0,1.0,0.0,78647.0,3.0,3.0,2567880.0,,1.0,2020-02-06,C8,2020-12-01,0,0,2020-12-29,0
807,32.0,1.0,1.0,81547.0,3.0,3.0,0.0,2020-12-18,1.0,2020-11-10,C25,2020-12-01,0,0,2020-12-18,1
808,33.0,0.0,1.0,49914.0,3.0,3.0,0.0,2020-09-13,1.0,2020-05-15,C15,2020-09-01,0,0,2020-09-13,1
810,25.0,0.0,1.0,45531.0,2.0,2.0,153540.0,,1.0,2020-04-12,C17,2020-12-01,0,0,2020-12-29,0
811,30.0,0.0,2.0,66017.0,2.0,2.0,1005120.0,2020-08-03,1.0,2019-10-31,C26,2020-03-01,0,0,2020-08-03,1
812,31.0,0.0,2.0,42395.0,1.0,1.0,0.0,2019-01-30,1.0,2018-05-10,C15,2019-02-01,0,0,2019-01-30,1
813,33.0,1.0,0.0,31787.0,2.0,2.0,0.0,2020-07-04,1.0,2020-02-03,C27,2020-04-01,0,0,2020-07-04,1
814,30.0,0.0,2.0,56133.0,1.0,1.0,0.0,,1.0,2020-11-16,C16,2020-12-01,0,0,2020-12-29,0
816,41.0,0.0,2.0,55115.0,2.0,2.0,0.0,,1.0,2020-12-12,C8,2020-12-01,0,0,2020-12-29,0
818,32.0,1.0,2.0,26850.0,2.0,2.0,820140.0,2020-03-02,1.0,2019-08-08,C22,2020-02-01,0,0,2020-03-02,1
819,41.0,0.0,1.0,114358.0,2.0,4.0,34495110.0,,2.0,2013-01-11,C15,2020-12-01,0,0,2020-12-29,0
820,39.0,0.0,2.0,59166.0,1.0,1.0,9000520.0,2020-05-16,1.0,2018-05-23,C14,2020-05-01,0,0,2020-05-16,1
821,29.0,1.0,2.0,113120.0,1.0,3.0,3435990.0,2019-08-26,1.0,2015-08-16,C12,2019-08-01,0,0,2019-08-26,1
822,31.0,1.0,0.0,42601.0,1.0,1.0,0.0,2019-03-10,1.0,2019-07-20,C23,2019-10-01,0,0,2019-03-10,1
824,40.0,1.0,0.0,32446.0,1.0,1.0,0.0,,1.0,2020-12-14,C9,2020-12-01,0,0,2020-12-29,0
825,36.0,1.0,2.0,64187.0,3.0,3.0,0.0,,1.0,2020-11-12,C6,2020-12-01,0,0,2020-12-29,0
826,28.0,0.0,0.0,70740.0,1.0,2.0,931110.0,2019-12-07,1.0,2018-09-05,C24,2019-07-01,0,0,2019-12-07,1
827,33.0,0.0,2.0,67113.0,2.0,2.0,388440.0,2020-03-16,1.0,2019-12-13,C28,2020-03-01,0,0,2020-03-16,1
828,34.0,0.0,0.0,63298.0,3.0,3.0,4702900.0,,2.0,2020-02-01,C21,2020-12-01,1,0,2020-12-29,0
829,38.0,1.0,0.0,55313.0,3.0,3.0,523440.0,2019-04-10,1.0,2019-09-06,C15,2019-10-01,0,0,2019-04-10,1
830,27.0,0.0,2.0,80746.0,1.0,2.0,2966980.0,2019-09-14,1.0,2018-07-20,C3,2019-09-01,0,0,2019-09-14,1
831,32.0,0.0,2.0,42588.0,1.0,1.0,543220.0,2019-10-12,2.0,2019-07-21,C2,2019-12-01,1,0,2019-10-12,1
832,42.0,1.0,0.0,58747.0,1.0,1.0,15440080.0,,4.0,2018-03-06,C16,2020-12-01,0,0,2020-12-29,0
834,36.0,0.0,1.0,83969.0,3.0,3.0,0.0,,1.0,2020-07-12,C20,2020-12-01,0,0,2020-12-29,0
835,29.0,0.0,1.0,66179.0,2.0,2.0,5377060.0,,1.0,2019-12-12,C26,2020-12-01,0,0,2020-12-29,0
836,41.0,0.0,0.0,63636.0,2.0,2.0,2452190.0,2019-05-18,1.0,2018-01-30,C29,2019-05-01,0,0,2019-05-18,1
838,41.0,1.0,2.0,52632.0,1.0,1.0,101070.0,2019-10-02,1.0,2018-03-10,C11,2019-02-01,0,0,2019-10-02,1
839,47.0,0.0,0.0,53383.0,2.0,2.0,485450.0,2020-02-01,1.0,2019-08-08,C16,2020-01-01,0,0,2020-02-01,1
840,40.0,1.0,0.0,88813.0,1.0,4.0,17134040.0,,2.0,2014-11-07,C8,2020-12-01,1,0,2020-12-29,0
841,33.0,1.0,1.0,58199.0,2.0,2.0,0.0,2020-07-11,1.0,2020-09-08,C20,2020-11-01,0,0,2020-07-11,1
842,37.0,0.0,1.0,121419.0,1.0,4.0,28562340.0,2020-02-22,2.0,2015-07-26,C18,2020-02-01,0,0,2020-02-22,1
843,30.0,1.0,1.0,56035.0,1.0,2.0,13627070.0,2020-04-07,1.0,2018-02-20,C15,2020-07-01,0,0,2020-04-07,1
844,31.0,0.0,0.0,21212.0,1.0,1.0,150160.0,2019-05-12,1.0,2019-08-15,C26,2019-12-01,0,0,2019-05-12,1
845,46.0,0.0,1.0,22019.0,2.0,2.0,1453360.0,2020-11-12,2.0,2020-05-30,C28,2020-12-01,1,0,2020-11-12,1
847,30.0,0.0,1.0,40409.0,2.0,2.0,0.0,2020-03-13,1.0,2019-09-26,C12,2020-03-01,0,0,2020-03-13,1
848,28.0,1.0,1.0,45871.0,2.0,2.0,3791340.0,,1.0,2020-11-02,C28,2020-12-01,0,0,2020-12-29,0
849,33.0,1.0,1.0,77903.0,3.0,3.0,1835070.0,2020-10-11,3.0,2020-10-07,C20,2020-11-01,1,0,2020-10-11,1
850,36.0,0.0,2.0,113038.0,2.0,4.0,6883410.0,2020-02-06,1.0,2015-06-21,C1,2020-06-01,0,0,2020-02-06,1
851,34.0,0.0,1.0,39131.0,1.0,1.0,101850.0,2019-05-02,1.0,2018-11-30,C13,2019-02-01,0,0,2019-05-02,1
852,23.0,0.0,1.0,70731.0,2.0,2.0,0.0,2020-12-06,1.0,2020-04-04,C21,2020-06-01,0,0,2020-12-06,1
853,33.0,1.0,0.0,29584.0,2.0,2.0,0.0,2020-04-12,1.0,2020-08-15,C13,2020-12-01,0,0,2020-04-12,1
855,35.0,0.0,0.0,83524.0,2.0,2.0,0.0,2020-07-29,1.0,2020-09-05,C17,2020-08-01,0,0,2020-07-29,1
856,37.0,1.0,0.0,87661.0,1.0,3.0,8687010.0,2020-01-20,1.0,2016-04-26,C22,2020-01-01,0,0,2020-01-20,1
858,37.0,0.0,1.0,75541.0,2.0,2.0,504150.0,2020-11-10,1.0,2020-05-17,C21,2020-10-01,0,0,2020-11-10,1
859,23.0,0.0,2.0,26151.0,1.0,1.0,1121790.0,2019-05-25,1.0,2019-05-01,C17,2019-05-01,0,0,2019-05-25,1
860,38.0,0.0,0.0,45269.0,1.0,1.0,378640.0,2019-02-25,1.0,2018-03-07,C20,2019-02-01,0,0,2019-02-25,1
863,32.0,1.0,2.0,40295.0,1.0,1.0,126010.0,2019-12-30,1.0,2019-08-24,C29,2020-01-01,0,0,2019-12-30,1
864,36.0,1.0,1.0,91602.0,2.0,4.0,0.0,2019-08-31,1.0,2019-06-20,C27,2019-09-01,0,0,2019-08-31,1
865,30.0,1.0,2.0,122941.0,3.0,3.0,3150620.0,,2.0,2020-07-06,C10,2020-12-01,1,0,2020-12-29,0
866,47.0,0.0,0.0,29151.0,1.0,1.0,763920.0,2019-07-27,1.0,2019-09-02,C2,2019-07-01,0,0,2019-07-27,1
867,30.0,1.0,0.0,35803.0,2.0,2.0,3357550.0,,4.0,2020-09-28,C1,2020-12-01,0,0,2020-12-29,0
868,24.0,1.0,0.0,34497.0,2.0,2.0,-645150.0,2019-04-13,1.0,2018-07-12,C28,2019-04-01,0,0,2019-04-13,1
869,37.0,0.0,0.0,28575.0,1.0,1.0,487460.0,2019-06-29,1.0,2018-08-12,C8,2019-07-01,0,0,2019-06-29,1
870,37.0,1.0,1.0,93000.0,1.0,3.0,15298690.0,,3.0,2015-07-23,C29,2020-12-01,1,0,2020-12-29,0
871,37.0,1.0,0.0,52753.0,2.0,2.0,0.0,2020-03-30,1.0,2020-01-20,C27,2020-04-01,0,0,2020-03-30,1
872,32.0,0.0,2.0,19791.0,1.0,1.0,0.0,2019-01-01,1.0,2018-10-16,C28,2019-01-01,0,0,2019-01-01,1
873,33.0,1.0,2.0,134302.0,1.0,4.0,32819830.0,2020-07-29,3.0,2019-03-23,C28,2020-08-01,1,0,2020-07-29,1
874,37.0,0.0,0.0,75133.0,3.0,3.0,0.0,2020-07-14,1.0,2020-04-14,C24,2020-07-01,0,0,2020-07-14,1
875,36.0,1.0,1.0,93822.0,3.0,3.0,0.0,,1.0,2020-08-14,C4,2020-12-01,0,0,2020-12-29,0
876,22.0,1.0,0.0,39442.0,1.0,2.0,2778590.0,2019-08-08,1.0,2018-07-07,C25,2019-08-01,0,0,2019-08-08,1
877,32.0,0.0,0.0,94770.0,2.0,2.0,0.0,2019-01-13,1.0,2018-08-08,C21,2019-01-01,0,0,2019-01-13,1
879,38.0,0.0,0.0,55443.0,1.0,2.0,2586520.0,2019-06-30,1.0,2018-03-07,C8,2019-07-01,0,0,2019-06-30,1
881,32.0,0.0,0.0,61069.0,2.0,2.0,1903080.0,2019-03-28,2.0,2018-04-06,C16,2019-03-01,0,0,2019-03-28,1
882,31.0,0.0,0.0,94945.0,2.0,4.0,1353210.0,2020-09-20,1.0,2013-12-10,C13,2020-09-01,0,0,2020-09-20,1
883,32.0,0.0,0.0,50863.0,1.0,1.0,100240.0,2019-09-02,1.0,2018-10-19,C27,2019-02-01,0,0,2019-09-02,1
885,39.0,1.0,2.0,44241.0,2.0,2.0,251150.0,,1.0,2020-09-10,C21,2020-12-01,0,0,2020-12-29,0
886,36.0,1.0,2.0,31954.0,1.0,1.0,0.0,2019-01-02,1.0,2018-09-23,C2,2019-02-01,0,0,2019-01-02,1
887,25.0,0.0,1.0,23745.0,1.0,1.0,3201180.0,2020-10-30,1.0,2019-05-11,C14,2020-11-01,0,0,2020-10-30,1
888,31.0,0.0,1.0,57266.0,1.0,2.0,20976830.0,,4.0,2018-06-16,C1,2020-12-01,0,1,2020-12-29,0
889,32.0,0.0,1.0,47988.0,3.0,3.0,1100030.0,,1.0,2020-06-28,C28,2020-12-01,0,0,2020-12-29,0
890,34.0,1.0,0.0,43463.0,1.0,1.0,5995150.0,2020-07-29,3.0,2017-08-07,C5,2020-08-01,1,0,2020-07-29,1
892,35.0,1.0,0.0,51725.0,2.0,2.0,6967160.0,2019-12-13,3.0,2017-10-09,C3,2019-12-01,0,0,2019-12-13,1
893,50.0,1.0,0.0,73308.0,1.0,2.0,17369610.0,,2.0,2016-05-27,C10,2020-12-01,0,0,2020-12-29,0
894,37.0,0.0,0.0,45342.0,3.0,3.0,0.0,2019-12-03,1.0,2019-05-01,C28,2019-03-01,0,0,2019-12-03,1
895,31.0,0.0,2.0,34868.0,1.0,1.0,271120.0,2020-02-03,1.0,2019-09-13,C14,2020-03-01,0,0,2020-02-03,1
896,32.0,1.0,2.0,22680.0,1.0,1.0,362330.0,2019-02-24,1.0,2018-08-21,C18,2019-02-01,0,0,2019-02-24,1
897,51.0,0.0,1.0,38502.0,1.0,1.0,4128080.0,2019-03-29,1.0,2018-10-29,C4,2019-04-01,0,0,2019-03-29,1
899,29.0,0.0,0.0,28565.0,1.0,1.0,307100.0,2019-03-15,1.0,2018-06-16,C20,2019-03-01,0,0,2019-03-15,1
901,32.0,1.0,1.0,41382.0,2.0,2.0,1355620.0,2019-09-22,1.0,2018-07-11,C8,2019-09-01,0,0,2019-09-22,1
902,28.0,0.0,1.0,55857.0,2.0,2.0,0.0,,1.0,2020-04-09,C28,2020-12-01,0,0,2020-12-29,0
904,41.0,1.0,1.0,101179.0,3.0,3.0,17866060.0,,1.0,2018-05-06,C26,2020-12-01,0,0,2020-12-29,0
905,31.0,0.0,0.0,43831.0,2.0,2.0,0.0,2020-11-24,1.0,2020-07-31,C1,2020-11-01,0,0,2020-11-24,1
906,36.0,1.0,1.0,108997.0,3.0,3.0,10697010.0,,3.0,2019-08-30,C18,2020-12-01,1,0,2020-12-29,0
907,36.0,1.0,1.0,39104.0,1.0,1.0,0.0,2019-09-11,1.0,2019-08-08,C20,2019-11-01,0,0,2019-09-11,1
908,47.0,0.0,1.0,33883.0,1.0,2.0,10493340.0,2020-10-10,2.0,2018-10-21,C4,2020-10-01,0,0,2020-10-10,1
909,49.0,0.0,1.0,58807.0,2.0,2.0,740200.0,2019-03-17,1.0,2018-11-07,C19,2019-03-01,0,0,2019-03-17,1
910,36.0,0.0,2.0,44326.0,1.0,1.0,3821920.0,2019-10-18,1.0,2018-09-21,C2,2019-10-01,0,0,2019-10-18,1
912,38.0,0.0,0.0,65995.0,3.0,3.0,0.0,2020-05-04,1.0,2019-12-14,C8,2020-04-01,0,0,2020-05-04,1
913,30.0,0.0,1.0,72974.0,3.0,3.0,0.0,,1.0,2020-12-15,C26,2020-12-01,0,0,2020-12-29,0
914,26.0,1.0,2.0,45234.0,1.0,1.0,0.0,2019-12-15,1.0,2019-12-09,C5,2019-12-01,0,0,2019-12-15,1
915,46.0,0.0,0.0,18512.0,1.0,1.0,2115160.0,2019-10-08,2.0,2016-01-28,C2,2019-08-01,0,0,2019-10-08,1
916,25.0,0.0,0.0,30136.0,1.0,1.0,0.0,2019-10-15,1.0,2019-01-09,C15,2019-10-01,0,0,2019-10-15,1
917,25.0,0.0,2.0,60391.0,1.0,1.0,1066070.0,2019-12-23,1.0,2019-05-30,C22,2019-12-01,0,0,2019-12-23,1
918,25.0,1.0,2.0,20379.0,1.0,1.0,0.0,2020-05-09,1.0,2020-08-30,C4,2020-09-01,0,0,2020-05-09,1
919,28.0,1.0,2.0,39854.0,2.0,2.0,0.0,2020-01-11,1.0,2020-07-08,C13,2020-11-01,0,0,2020-01-11,1
920,30.0,0.0,0.0,46117.0,2.0,2.0,0.0,,1.0,2019-10-14,C1,2019-12-01,0,0,2020-12-29,0
921,34.0,1.0,2.0,55630.0,2.0,2.0,0.0,2020-01-16,1.0,2019-11-14,C11,2020-01-01,0,0,2020-01-16,1
922,34.0,1.0,1.0,47484.0,1.0,1.0,303580.0,2019-05-03,1.0,2018-10-19,C25,2019-03-01,0,0,2019-05-03,1
923,31.0,1.0,2.0,70339.0,2.0,2.0,0.0,2020-01-30,1.0,2020-02-01,C29,2020-02-01,0,0,2020-01-30,1
924,25.0,0.0,2.0,60056.0,2.0,2.0,3958550.0,2019-04-11,2.0,2018-08-05,C24,2019-11-01,1,0,2019-04-11,1
926,49.0,0.0,0.0,21646.0,1.0,2.0,13197400.0,,2.0,2016-07-01,C4,2020-12-01,0,0,2020-12-29,0
927,29.0,0.0,2.0,61371.0,1.0,1.0,1130280.0,2020-10-18,1.0,2020-04-05,C29,2020-10-01,0,0,2020-10-18,1
928,33.0,1.0,0.0,67236.0,3.0,3.0,0.0,2020-09-02,1.0,2020-01-20,C2,2020-02-01,0,0,2020-09-02,1
